Date,Open,High,Low,Close,Adj Close,Volume
5/2/2023,100.610001,102.029999,100.190002,101.510002,101.298439,5973700
5/3/2023,101.879997,102.949997,101.309998,101.769997,101.557892,4722700
5/4/2023,101.489998,101.75,97.410004,99.32,99.112999,7227000
5/5/2023,100.580002,101.760002,99.75,100.239998,100.031082,5029000
5/8/2023,100.220001,101.110001,100.220001,100.919998,100.709671,3417500
5/9/2023,100.769997,101.900002,100.769997,101,100.789497,5204100
5/10/2023,101.480003,101.669998,98.459999,99.540001,99.332542,4032900
5/11/2023,99.400002,99.980003,98.82,99.510002,99.302597,4084300
5/12/2023,99.580002,100,97.709999,98.800003,98.594086,3457700
5/15/2023,99.139999,102.309998,99.019997,102,101.787415,6363700
5/16/2023,101.230003,102.230003,100.889999,101.129997,100.91922,4408500
5/17/2023,101.870003,103.580002,101.550003,103.470001,103.254349,5484200
5/18/2023,102.889999,104.279999,101.730003,104.010002,103.793228,4606800
5/19/2023,104.519997,105.779999,103.839996,104.260002,104.042709,5770200
5/22/2023,104.099998,105.940002,104.099998,104.550003,104.332092,3987300
5/23/2023,103.860001,104.139999,101.279999,101.699997,101.488037,4579600
5/24/2023,101.279999,101.470001,99.910004,100.980003,100.769547,5008300
5/25/2023,101.400002,102.089996,100.540001,101.519997,101.308411,5377100
5/26/2023,101.589996,103.949997,101.559998,102.739998,102.525871,5424200
5/30/2023,103.019997,103.07,100.660004,102.400002,102.186584,5665100
5/31/2023,101.32,101.839996,99.709999,101.529999,101.318398,10661400
6/1/2023,101.209999,105.169998,101.07,104.669998,104.451851,6222700
6/2/2023,105.5,106.709999,104.540001,105.800003,105.579498,5967500
6/5/2023,105.800003,105.800003,104.099998,104.099998,103.883034,4077200
6/6/2023,104.330002,106.110001,104.099998,105.459999,105.240204,6220300
6/7/2023,106.639999,107.330002,105.639999,106.080002,105.85891,7279400
6/8/2023,105.839996,107.220001,105.629997,106.07,105.84893,3573500
6/9/2023,106.290001,106.550003,105.080002,106.300003,106.078453,3483700
6/12/2023,106.309998,106.889999,105.650002,106.230003,106.008598,3733000
6/13/2023,106.029999,107.150002,105.809998,106.739998,106.517532,4318900
6/14/2023,106.720001,106.800003,103.959999,104.699997,104.481781,5131100
6/15/2023,104.440002,105.639999,103.989998,105.410004,105.190308,6969800
6/16/2023,105.949997,108.900002,105.940002,106.290001,106.068474,10958600
6/20/2023,106.080002,106.209999,103.410004,104.019997,103.8032,6439300
6/21/2023,103.639999,105.690002,103.580002,105.050003,104.831055,4775400
6/22/2023,104.660004,105.790001,104.639999,104.82,104.601532,4223500
6/23/2023,103.089996,104.370003,102.639999,103.779999,103.563705,6011900
6/26/2023,103.529999,105.110001,103.360001,104.449997,104.232307,4250900
6/27/2023,104.629997,105.209999,104.360001,104.919998,104.701324,4767300
6/28/2023,105.290001,107.370003,104.970001,107.050003,106.826889,4795700
6/29/2023,106.220001,107.830002,106.040001,107.739998,107.51545,3248800
6/30/2023,108.989998,110.260002,108.599998,109.849998,109.621056,7381500
7/3/2023,109.059998,109.330002,107.309998,108.279999,108.054321,2972000
7/5/2023,108.220001,108.989998,107.760002,108.650002,108.423561,3661800
7/6/2023,108.010002,108.75,106.860001,107.370003,107.146233,3666700
7/7/2023,107.139999,108.870003,106.940002,108.269997,108.044342,3863800
7/10/2023,108.410004,110.730003,108.370003,110.529999,110.381203,4633200
7/11/2023,110.730003,111.529999,110.230003,111.220001,111.070274,3790000
7/12/2023,111.290001,111.970001,110.889999,111.199997,111.050301,4312800
7/13/2023,111.25,111.82,110.82,111.279999,111.130188,2775000
7/14/2023,111,111.220001,110.029999,110.279999,110.131531,2717600
7/17/2023,110.419998,112.150002,110.150002,111.139999,110.990372,3637200
7/18/2023,110.900002,111.830002,110.519997,111.059998,110.910484,3573900
7/19/2023,110.330002,110.809998,108.830002,109.889999,109.742058,4473200
7/20/2023,110.040001,111.839996,109.959999,111.239998,111.09024,4117200
7/21/2023,111.440002,111.879997,109.82,110.330002,110.181473,8198600
7/24/2023,110.400002,110.980003,110.059998,110.25,110.101578,5337000
7/25/2023,114.5,117.959999,113.629997,117.160004,117.002281,17022400
7/26/2023,117.139999,117.389999,113.449997,114.720001,114.565559,7541700
7/27/2023,115.559998,117.260002,114.93,115.419998,115.264618,6187000
7/28/2023,115.529999,115.849998,114.019997,114.389999,114.236,4469900
7/31/2023,114.440002,114.75,113.720001,114.239998,114.086205,4125500
8/1/2023,113.690002,114.199997,112.269997,113.220001,113.067574,5263400
8/2/2023,112.970001,113.5,111.93,111.970001,111.81926,4291600
8/3/2023,111.830002,113.169998,111.550003,112.360001,112.208733,3469600
8/4/2023,112.82,113.870003,111.800003,113.059998,112.907791,4882100
8/7/2023,113.540001,114.980003,113.540001,114.730003,114.575546,3304800
8/8/2023,114.389999,114.830002,113.120003,113.550003,113.397133,3779300
8/9/2023,113.900002,113.93,111.980003,112.169998,112.01899,3112700
8/10/2023,112.449997,115.040001,112.449997,113.57,113.417107,4671600
8/11/2023,113.540001,115.389999,113.449997,114.599998,114.445717,3560400
8/14/2023,114.5,115.849998,114.199997,115.550003,115.394447,3923400
8/15/2023,114.650002,114.660004,113.470001,113.849998,113.696732,3413100
8/16/2023,113.730003,115.339996,113.470001,113.57,113.417107,3683100
8/17/2023,113.980003,114.389999,110.940002,110.959999,110.810616,4577000
8/18/2023,110.300003,111.93,110.019997,111.790001,111.639503,4508400
8/21/2023,112.040001,112.480003,111.019997,112.019997,111.869186,2941800
8/22/2023,112.150002,113.050003,110.839996,111.660004,111.509682,2640400
8/23/2023,111.5,113.760002,111.5,113.470001,113.317245,2847600
8/24/2023,113.199997,113.959999,111.019997,111.040001,110.890518,3361500
8/25/2023,111.449997,112.370003,110.220001,111.970001,111.81926,3115400
8/28/2023,112.550003,114.279999,112.150002,113.959999,113.80658,2812700
8/29/2023,113.669998,115.669998,112.919998,115.330002,115.174736,4655300
8/30/2023,114.849998,115.580002,113.949997,114.309998,114.156105,4857600
8/31/2023,114.580002,114.940002,113.809998,114.459999,114.305908,4164900
9/1/2023,115.019997,115.459999,113.529999,114.239998,114.086205,3539300
9/5/2023,113.690002,114.190002,112.309998,112.879997,112.728027,3516800
9/6/2023,112.849998,114.07,111.93,112.68,112.528305,4004800
9/7/2023,112.220001,113.150002,111.410004,111.790001,111.639503,3303300
9/8/2023,111.5,112.029999,111.220001,111.720001,111.569603,2530700
9/11/2023,112.25,114.300003,112.120003,114.260002,114.106178,4207900
9/12/2023,114.25,116.82,114,115,114.845177,4210100
9/13/2023,114.690002,115.360001,112.639999,113.599998,113.44706,2800200
9/14/2023,114.370003,117.209999,114.32,115.650002,115.494308,5297500
9/15/2023,115.419998,115.910004,114.199997,115.489998,115.334518,6731300
9/18/2023,115.779999,117.43,114.919998,116.57,116.413063,3751700
9/19/2023,116.019997,116.68,115.220001,116.209999,116.053551,3098200
9/20/2023,116.529999,117.669998,114.82,114.849998,114.695374,4098100
9/21/2023,113.949997,114.339996,112.059998,112.989998,112.837883,4597200
9/22/2023,112.900002,113.199997,111.07,111.25,111.100227,4987600
9/25/2023,110.720001,111.959999,110.629997,111.720001,111.649887,3783800
9/26/2023,111,111.940002,109.75,109.93,109.861008,4806100
9/27/2023,110.629997,111.610001,110.150002,110.889999,110.820404,4718800
9/28/2023,111.059998,112.989998,110.830002,112.339996,112.269493,4404100
9/29/2023,112.629997,112.75,109.910004,110.550003,110.480621,3929100
10/2/2023,110.449997,111.199997,108.099998,108.790001,108.721725,4301100
10/3/2023,108.309998,109.989998,107.040001,107.760002,107.692375,6883400
10/4/2023,107.970001,109.209999,107.360001,108.849998,108.781685,3891900
10/5/2023,108.370003,109.150002,107.18,108.720001,108.651772,3846400
10/6/2023,108.349998,111.900002,107.949997,111.470001,111.400047,4217100
10/9/2023,111.010002,111.139999,109.540001,110.260002,110.190804,4324400
10/10/2023,111.209999,112.989998,110.849998,111.480003,111.410042,4554700
10/11/2023,112,113.400002,111.809998,113.260002,113.188919,2857600
10/12/2023,113.5,113.739998,110.760002,111.330002,111.260132,3082000
10/13/2023,111.300003,111.470001,108.660004,109.379997,109.311356,3653900
10/16/2023,109.889999,110.919998,107.989998,109.139999,109.071503,4482600
10/17/2023,108.75,110.690002,108.059998,110.019997,109.950951,3923900
10/18/2023,109.019997,109.580002,107.410004,107.57,107.502495,4852700
10/19/2023,107.669998,109.099998,106.669998,106.949997,106.882881,4018400
10/20/2023,106.699997,107.239998,105.529999,106.080002,106.013428,7751600
10/23/2023,106.480003,108.300003,106.199997,106.690002,106.623047,5826200
10/24/2023,111.050003,114.889999,108.32,113.620003,113.548698,12692800
10/25/2023,114.330002,114.330002,111.089996,111.199997,111.130211,6563600
10/26/2023,111.769997,112.32,106.970001,108.800003,108.73172,7771900
10/27/2023,109.239998,109.839996,105.730003,106.349998,106.283257,5329000
10/30/2023,107.519997,110.480003,107.419998,109.809998,109.741081,4478400
10/31/2023,109.510002,109.75,108.089996,108.629997,108.561821,5067400
11/1/2023,108.300003,108.330002,105.830002,107.25,107.182693,10138700
11/2/2023,108.879997,109.230003,107.360001,107.779999,107.712357,7500500
11/3/2023,108.550003,109.449997,108.089996,108.919998,108.851639,5540000
11/6/2023,109.290001,111.879997,108.540001,111.779999,111.709846,4893700
11/7/2023,111.360001,112.93,110.860001,111.800003,111.729843,4179900
11/8/2023,112.199997,114.050003,111.989998,113.849998,113.778549,4840400
11/9/2023,114.349998,114.769997,112.93,113.089996,113.01902,4618200
11/10/2023,113.730003,115.559998,113.190002,115.269997,115.197655,3497700
11/13/2023,115.139999,116.559998,114.709999,115.519997,115.447502,4592000
11/14/2023,116.5,117.559998,115.57,117.25,117.176414,4794600
11/15/2023,116.959999,117.5,115.720001,116.300003,116.227013,4186200
11/16/2023,116.589996,118.959999,116.309998,118.940002,118.865356,4648900
11/17/2023,119.330002,120.080002,118.940002,119.93,119.854736,4139200
11/20/2023,119.93,120.739998,119.639999,120.07,119.994644,4142600
11/21/2023,119.800003,120.25,119.040001,119.889999,119.814758,2798100
11/22/2023,119.900002,120.489998,119.360001,119.599998,119.52494,3011800
11/24/2023,119.980003,120.349998,119.68,119.970001,119.894714,1581800
11/27/2023,119.699997,120.32,119.32,119.970001,119.894714,3179900
11/28/2023,119.970001,120.110001,118.559998,118.849998,118.775414,3494100
11/29/2023,119.519997,119.699997,118.449997,118.860001,118.785408,3027000
11/30/2023,119.050003,121.839996,118.900002,121.800003,121.723564,8120200
12/1/2023,121.699997,123.25,121.470001,122.5,122.423119,4523300
12/4/2023,121.809998,122.410004,121.160004,121.529999,121.453728,3788600
12/5/2023,121.010002,121.18,119.989998,120.230003,120.154549,2943500
12/6/2023,121.080002,122.580002,119.699997,119.809998,119.73481,3163800
12/7/2023,119.5,120.019997,118.169998,119.480003,119.405022,4042000
12/8/2023,119.099998,120.82,118.980003,120.589996,120.51432,3930900
12/11/2023,120.589996,120.910004,119.639999,120.279999,120.204514,3706200
12/12/2023,120.989998,122.480003,120.610001,122.32,122.243233,3722700
12/13/2023,122.129997,122.360001,120.519997,121.18,121.103951,4394500
12/14/2023,121.129997,122.400002,119.900002,121.349998,121.273842,8343300
12/15/2023,122.410004,123.669998,121.830002,123.230003,123.152664,10842000
12/18/2023,123.669998,123.839996,123.099998,123.639999,123.562408,4155000
12/19/2023,123.699997,125.980003,123.699997,125.940002,125.860962,4754300
12/20/2023,125.43,126.220001,123.220001,123.370003,123.29258,4973600
12/21/2023,124.230003,127.050003,124.190002,126.970001,126.89032,4138200
12/22/2023,127.389999,128.029999,126.18,126.690002,126.610497,3216200
12/26/2023,126.800003,127.709999,126.639999,127.470001,127.390007,1979300
12/27/2023,126.900002,128.410004,126.849998,128.199997,128.199997,2645100
12/28/2023,128,129.199997,127.809998,128.320007,128.320007,3164800
12/29/2023,128.240005,128.479996,126.959999,127.629997,127.629997,3543100
1/2/2024,127.010002,128.149994,125.239998,125.949997,125.949997,4141600
1/3/2024,125.120003,125.220001,123.650002,124.059998,124.059998,3616800
1/4/2024,124.300003,125.769997,124.169998,124.660004,124.660004,3483000
1/5/2024,124.900002,126.339996,124.730003,126.290001,126.290001,3342600
1/8/2024,126.220001,128.429993,124.209999,128.279999,128.279999,5522800
1/9/2024,127.269997,128.779999,126.949997,128.779999,128.779999,3842800
1/10/2024,128.699997,130.169998,128.509995,129.699997,129.699997,3648300
1/11/2024,130.119995,130.199997,127.809998,129.830002,129.830002,4001600
1/12/2024,130.600006,130.800003,129.179993,129.789993,129.789993,4501500
